iter	MAE
621	2.035458338
622	2.035260274
623	2.034339023
624	2.034067026
625	2.03361159
626	2.032489972
627	2.032142191
628	2.03177376
629	2.030344104
630	2.029519324
631	2.028846424
632	2.028396131
633	2.027933223
634	2.027123098
635	2.026316091
636	2.026046576
637	2.025536449
638	2.024586002
639	2.023581707
640	2.023084231
641	2.022448714
642	2.022169334
643	2.021790878
644	2.021092825
645	2.020563353
646	2.019860253
647	2.019276432
648	2.017985342
649	2.017369546
650	2.016618085
651	2.01594019
652	2.015518282
653	2.01476205
654	2.014540846
655	2.013407624
656	2.012692817
657	2.01249552
658	2.01205727
659	2.011595205
660	2.011256134
661	2.011013857
662	2.010341633
663	2.009745022
664	2.009494789
665	2.009246599
666	2.008199969
667	2.006902824
668	2.006420072
669	2.005634087
670	2.00530799
671	2.005194745
672	2.004469361
673	2.003607269
674	2.003347595
675	2.002780609
676	2.0026023
677	2.001311605
678	2.000977394
679	2.000358421
680	1.999364696
681	1.998887356
682	1.998606085
683	1.997590795
684	1.997362232
685	1.996601097
686	1.995936749
687	1.995637047
688	1.994746952
689	1.993846245
690	1.993010284
691	1.992303032
692	1.992141826
693	1.991254836
694	1.990469002
695	1.989942352
696	1.989314898
697	1.988177823
698	1.988050615
699	1.987744566
700	1.987302555
701	1.987185699
702	1.986712896
703	1.986167895
704	1.985462561
705	1.985262405
706	1.984328219
707	1.983600233
708	1.983284923
709	1.982854631
710	1.982455757
711	1.982266407
712	1.982048864
713	1.981414847
714	1.981195154
715	1.980248149
716	1.979912783
717	1.9797407
718	1.979317511
719	1.978671816
720	1.978057531
721	1.97763771
722	1.977513542
723	1.976793905
724	1.976572296
725	1.975633975
726	1.975097244
727	1.974442925
728	1.973516882
729	1.972601413
730	1.972490074
731	1.972095316
732	1.971607282
733	1.971171962
734	1.970946003
735	1.970241781
736	1.96973176
737	1.969585941
738	1.969494005
739	1.96913688
740	1.968962251
741	1.968691735
742	1.96832562
743	1.967850658
744	1.967537095
745	1.967225057
746	1.966958356
747	1.966153988
748	1.966016399
749	1.965905204
750	1.965459643
751	1.964895259
752	1.964317915
753	1.963551903
754	1.962548929
755	1.962165468
756	1.961875868
757	1.961389331
758	1.960539496
759	1.959927822
760	1.959558627
761	1.959024904
762	1.95869602
763	1.958371911
764	1.958026505
765	1.957805846
766	1.957485576
767	1.95638434
768	1.955835114
769	1.955557855
770	1.955216246
771	1.954328949
772	1.953948641
773	1.953514198
774	1.952867901
775	1.9522972
776	1.951972819
777	1.951595399
778	1.951120295
779	1.950610919
780	1.949541514
781	1.948890944
782	1.948283336
783	1.947367784
784	1.946502213
785	1.94562068
786	1.945402087
787	1.944710076
788	1.944568667
789	1.944492757
790	1.943926725
791	1.943709768
792	1.942917157
793	1.942333942
794	1.941830752
795	1.941131665
796	1.94074389
797	1.940039949
798	1.939774088
799	1.939556478
800	1.939006166
801	1.93867455
802	1.937753361
803	1.936828233
804	1.936335918
805	1.935974732
806	1.935546459
807	1.934901285
808	1.934453824
809	1.934387545
810	1.933570136
811	1.932614056
812	1.9319093
813	1.931203192
814	1.930821641
815	1.930263444
816	1.930041564
817	1.929607937
818	1.928878291
819	1.928523563
820	1.928237571
821	1.928153379
822	1.927597503
823	1.927263102
824	1.92648946
825	1.926167974
826	1.925784586
827	1.925156555
828	1.924835605
829	1.924410354
830	1.923672458
831	1.923517375
832	1.923242643
833	1.922619033
834	1.921578804
835	1.921013224
836	1.920860909
837	1.920366468
838	1.919427608
839	1.919156394
840	1.918847801
841	1.918473764
842	1.917980691
843	1.917075728
844	1.916099915
845	1.915911997
846	1.915377844
847	1.914931112
848	1.914124236
849	1.913778341
850	1.913556625
851	1.913230698
852	1.912457404
853	1.912135151
854	1.911426318
855	1.911217874
856	1.910359517
857	1.910193415
858	1.909634324
859	1.90925951
860	1.908996591
861	1.908703503
862	1.908366691
863	1.908292591
864	1.908085423
865	1.907984582
866	1.907786367
867	1.907040448
868	1.906399111
869	1.9057854
870	1.905353163
871	1.904979439
872	1.904113446
873	1.904003076
874	1.903135991
875	1.902605518
876	1.90180316
877	1.901147919
878	1.901049906
879	1.900580939
880	1.900268053
881	1.900170162
882	1.900057946
883	1.899240467
884	1.898677728
885	1.89844925
886	1.897914694
887	1.897288795
888	1.896965467
889	1.896323942
890	1.896015746
891	1.895537978
892	1.895309743
893	1.894228596
894	1.893972551
895	1.892868156
896	1.892489485
897	1.892124128
898	1.891905825
899	1.891531542
900	1.891276811
901	1.890962949
902	1.89058376
903	1.889815108
904	1.889467081
905	1.889295318
906	1.889156965
907	1.88842184
908	1.887522561
909	1.887158322
910	1.886602303
911	1.886138112
912	1.885377375
913	1.88503578
914	1.884725702
915	1.884204041
916	1.883951156
917	1.883161353
918	1.882451649
919	1.881846607
920	1.881728065
921	1.881025265
922	1.880462099
923	1.880110526
924	1.879744302
925	1.879033595
926	1.87839016
927	1.877992105
928	1.877376452
929	1.876894272
930	1.876562969
931	1.876333073
932	1.87620783
933	1.875460979
934	1.875243501
935	1.874770952
936	1.874413295
937	1.873778883
938	1.873603901
939	1.873019841
940	1.872663998
941	1.872337829
942	1.871864753
943	1.871131274
944	1.870734994
945	1.870618898
946	1.870023551
947	1.86992252
948	1.869568986
949	1.869286753
950	1.868987188
951	1.868469444
952	1.867697707
953	1.867273763
954	1.866787618
955	1.866653379
956	1.866404086
957	1.865828886
958	1.865304048
959	1.86520275
960	1.864731984
961	1.864537285
962	1.864172532
963	1.863541212
964	1.863163797
965	1.862615125
966	1.862115973
967	1.861474018
968	1.861162259
969	1.86078548
970	1.860536435
971	1.86028434
972	1.859660113
973	1.859078988
974	1.858825743
975	1.858562937
976	1.858432322
977	1.858168769
978	1.857867574
979	1.857794907
980	1.857413359
981	1.856781291
982	1.856285051
983	1.855958575
984	1.855796509
985	1.855522556
986	1.855206489
987	1.854464806
988	1.853810222
989	1.853349866
990	1.85302649
991	1.852599788
992	1.852218078
993	1.851790563
994	1.851511844
995	1.851458116
996	1.850734999
997	1.850203662
998	1.850070073
999	1.84976565
